id,matrix_row,matrix_column,year,citation,title,authors_source,study_design,population,product_platform,outcome_domain,key_finding,evidence_signal,actionability,source_url,tags,evidence_update_date,evidence_update_precision,evidence_update_basis,map_record_updated,provenance,pmid,doi,article_types,mesh_terms,species,quality_status,quality_flags,quality_control_version
S007,Pediatric active vaccine safety/development,Translational / preclinical,2024,"FDA VRBPAC considerations, Dec 2024",Considerations for Respiratory Syncytial Virus Pediatric Vaccine Development,FDA,Regulatory science briefing / development considerations,Infants; toddlers; RSV-naïve children; pediatric vaccine developers,"Live-attenuated, vectored, mRNA, recombinant/subunit pediatric candidates",Nonclinical models; VAERD assessment; trial design safeguards,Outlines development considerations for assessing VAERD risk and deciding when pediatric RSV vaccine studies can proceed.,Regulatory translational guidance,Key input for pediatric active-vaccine evidence-gap planning.,https://www.fda.gov/media/184301/download,FDA; VAERD; pediatric vaccine development; trial safeguards; platform comparison,2024-12-12,day,FDA briefing date,2026-05-25,Curated seed,,,,,,,,
S003,Pediatric active vaccine safety/development,Safety signal / surveillance,2024,"FDA VRBPAC briefing, Dec 2024",Imbalance in Severe RSV LRTI in Infants and Toddlers after Study Vaccines and Implications for Pediatric Development,FDA,Regulatory briefing / safety signal assessment,RSV-naïve infants and toddlers; pediatric vaccine trial participants,Non-live pediatric RSV vaccine candidates including mRNA candidates,Severe/very severe RSV-LRTI; VAERD concern; clinical hold implications,Describes imbalance in severe RSV-LRTI after pediatric candidate vaccines and regulatory implications for trials in RSV-naïve children.,Regulatory safety signal,Defines a major evidence gap and risk constraint for pediatric active vaccines.,https://www.fda.gov/media/184380/download,FDA; pediatric vaccine; mRNA; VAERD; trial hold; safety signal,2024-12-12,day,FDA briefing date,2026-05-25,Curated seed,,,,,,,,
S004,Pediatric active vaccine safety/development,Safety signal / surveillance,2024,"CIDRAP, Dec 2024","Pediatric RSV vaccine trials on hold, FDA says",CIDRAP summary of FDA briefing,News summary of regulatory briefing,Infants and RSV-naïve children in vaccine trials,Pediatric RSV vaccine candidates,Trial holds; severe disease safety signal; development landscape,Summarises that enrollment for pediatric RSV vaccine studies was placed on hold due to safety findings in infant vaccine trials.,Secondary summary of regulatory safety event,Useful plain-language tracker; regulatory documents remain primary source.,https://www.cidrap.umn.edu/respiratory-syncytial-virus-rsv/pediatric-rsv-vaccine-trials-hold-fda-says,pediatric vaccine; trial hold; safety; FDA; VAERD,2024-12-13,day,news/report date,2026-05-25,Curated seed,,,,,,,,
S001,Pediatric active vaccine safety/development,Safety signal / surveillance,2021,"Polack et al., 2021",Fatal enhanced respiratory syncytial virus disease in toddlers,Polack et al.,Historical pathology / fatal enhanced disease investigation,Toddlers vaccinated with formalin-inactivated RSV vaccine in the 1960s,Formalin-inactivated RSV vaccine (FI-RSV),Enhanced respiratory disease; death; vaccine safety,"Describes fatal enhanced RSV disease after FI-RSV vaccination, a safety legacy that shapes pediatric RSV vaccine development.",Foundational safety signal,Requires VAERD safeguards and cautious development in RSV-naïve children.,https://pubmed.ncbi.nlm.nih.gov/34669442/,FI-RSV; enhanced disease; VAERD; pediatric vaccine; safety,2021-10-08,day,source publication date,2026-05-25,Curated seed,,,,,,,,
G001,"Policy, implementation & real-world evidence",Evidence synthesis / guidance,2025,CDC immunizations to protect infants,Immunizations to Protect Infants from RSV,CDC,Public-facing clinical guidance,Pregnant women; infants younger than 8 months; caregivers,Maternal RSVpreF; nirsevimab; clesrovimab,Choice architecture; timing; avoidance of duplicate protection for most infants,"Frames the infant prevention strategy as either maternal RSV vaccination or infant long-acting antibody for most infants, not both.",Implementation guidance,Useful for programme design and messaging around product selection.,https://www.cdc.gov/rsv/vaccines/protect-infants.html,implementation; maternal vaccine; infant mAb; guidance; product choice,2025-08-18,day,CDC page date,2026-05-25,Curated seed,,,,,,,,
G003,"Policy, implementation & real-world evidence",Evidence synthesis / guidance,2026,"NACI/PHAC updated RSV older adult guidance summary, 2026",Updated guidance on RSV vaccines for older adults and adults at high risk of severe disease,National Advisory Committee on Immunization / Government of Canada,National immunisation guidance,Older adults; adults with risk factors; Canadian context,RSVPreF3; RSVpreF; mRNA-1345,Product selection; age/risk eligibility; immunocompromised adults; evidence gaps,"Summarises NACI guidance for older adults and adults at high risk, including use of RSVPreF3, RSVpreF, and mRNA-1345 and continued safety monitoring for GBS.",Policy synthesis,Useful comparator to US ACIP/CDC recommendations and for identifying adult programme-eligibility gaps.,https://www.canada.ca/en/public-health/services/publications/vaccines-immunization/national-advisory-committee-immunization-summary-updated-guidance-respiratory-syncytial-virus-vaccines-older-adults-high-risk-severe-rsv-disease.html,NACI; Canada; older adults; guidance; mRNA-1345; GBS; policy,2026-04-10,day,NACI/PHAC statement date,2026-05-25,Curated seed,,,,,,,,
G005,"Policy, implementation & real-world evidence",Evidence synthesis / guidance,2025,"WHO RSV immunization products position paper/news release, 2025",WHO recommendations to protect infants against RSV,World Health Organization,Public health synthesis,Countries considering RSV prevention programmes; neonates; infants; high-risk young children,Long-acting monoclonal antibodies; maternal vaccine; adult vaccines,Global implementation; access; programme design,"Summarises WHO recommendations and country decision considerations for infant RSV protection products, including maternal vaccination and long-acting monoclonal antibodies.",Global public health synthesis,"Supports global implementation, programme-design, and equity gap identification.",https://www.who.int/news/item/30-05-2025-who-outlines-recommendations-to-protect-infants-against-rsv-respiratory-syncytial-virus,WHO; implementation; global; monoclonal antibodies; maternal vaccine; equity; infants,2025-05-30,day,WHO news/position-paper date,2026-05-25,Curated seed,,,,,,,,
G004,"Policy, implementation & real-world evidence",Observational / real-world,2026,"Trusinska et al., 2026 review","Real-world evidence on RSV vaccine uptake, effectiveness, and safety",Trusinska et al.,Real-world evidence review,Older adults; infant prevention programmes; post-licensure settings,Adult RSV vaccines; infant monoclonal antibodies; maternal vaccination contexts,Uptake; effectiveness; safety; implementation evidence,"Synthesises early real-world evidence after RSV product introduction, highlighting the rapid expansion of post-licensure evidence.",Emerging real-world evidence synthesis,Useful for living-map update stream and implementation monitoring.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12936786/,real-world evidence; implementation; uptake; safety; effectiveness,2026-02-01,month,journal issue month,2026-05-25,Curated seed,,,,,,,,
G002,"Policy, implementation & real-world evidence",Observational / real-world,2025,"Patton et al., MMWR 2025 programme impact evaluation",Interim evaluation of infant RSV hospitalization rates after prevention-product introduction,CDC / ACIP,Recommendation report incorporating surveillance and real-world impact context,US infants 0–7 months; first-season prevention programmes,Maternal RSV vaccine; nirsevimab; clesrovimab,Hospitalisation trends; programme impact; product expansion,"Reports lower infant RSV-associated hospitalization rates during the first season with broad maternal vaccine and nirsevimab availability, supporting implementation monitoring.",Early programme-impact evidence plus policy update,Supports ongoing surveillance of population impact and product access.,https://www.cdc.gov/mmwr/volumes/74/wr/mm7416a1.htm,implementation; real-world; infants; maternal vaccine; nirsevimab; hospitalization rates; United States,2025-05-08,day,MMWR issue date,2026-05-25,Curated seed,,,,,,,,
AUTO-PUBMED-42331576,Maternal active vaccination,Observational / real-world,2026,PubMed 42331576; auto-added,Uptake and predictors of newborn respiratory syncytial virus (RSV) immunisation with nirsevimab in Ireland's national pilot programme: a cross-sectional study.,Gwinyai Masukume; Amy McMorrow; Iyas Dawood; Khaulah Rafdhy; Fiona O'Brien; Carol Desmond; Deirdre O'Connell; Bernadette Murphy; Eileen Ronan; Helen Purtill; Roy K Philip,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Pregnant people / infants,Maternal RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","To assess uptake of nirsevimab, a long-acting monoclonal antibody for respiratory syncytial virus (RSV) prevention, during the first season of Ireland's Pathfinder pilot universal newborn immunisation programme and to identify socio-demographic and perinatal predictors of uptake. Cross-sectional analysis of routinely collected programme data. Ireland's Mid-West region, served by University Maternity Hospital Limerick, the sole maternity and neonatal hospital for the region. Infants born 1 September 2024 to 28 February 2025. Uptake of nirsevimab before hospital discharge. Overall uptake was 89. …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42331576/,auto-added; PubMed; PMID 42331576; DOI 10.1136/bmjopen-2025-113533; QC 2026-06-qc1; Crossref; PMID↔DOI crosswalk from Crossref; supersedes AUTO-CROSSREF-10-1136-bmjopen-2025-113533,2026-06-22,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType; upgraded from Crossref through PMID↔DOI crosswalk,2026-06-24,Automated,42331576,10.1136/bmjopen-2025-113533,Journal Article,"Humans; Cross-Sectional Studies; Ireland; Respiratory Syncytial Virus Infections; Female; Infant, Newborn; Pilot Projects; Male; Antibodies, Monoclonal, Humanized; Immunization Programs; Infant, Premature",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42176437,Maternal active vaccination,Observational / real-world,2026,"Giannini et al., Vaccine 2026; PubMed auto-added","Modelling the impact of long-acting monoclonal antibody, maternal vaccine and hybrid programs of RSV immunisation in temperate Western Australia.",Giannini et al.,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Pregnant people / infants,Maternal RSV vaccine,Efficacy/effectiveness; clinical RSV outcomes; Immunogenicity / correlates; Implementation / uptake,"Automated PubMed record. Abstract/summary captured: BACKGROUND: Two RSV immunisations products: a maternal vaccine, Abrysvo, and a long-acting monoclonal antibody, nirsevimab, both designed to prevent RSV illness in infants, have recently become available. Modelling evidence is required to inform how to optimally use these products in immunisation programs to reduce the burden of RSV in young children. METHODS: We extend a dynamic transmission model calibrated to RSV-hospitalisation data of children aged <5 years in temperate Western Australia (W…",Automated PubMed inclusion; not manually verified.,Auto-classified by rule-based workflow. Treat as unverified until checked; use source link for confirmation.,https://pubmed.ncbi.nlm.nih.gov/42176437/,auto-added; PubMed; PMID 42176437; Infant passive immunization; Observational / real-world; DOI 10.1016/j.vaccine.2026.128731; QC 2026-06-qc1,2026-06-20,day,PubMed metadata; RSV-specific MeSH validated; study design derived from PublicationType,2026-06-24,Automated,42176437,10.1016/j.vaccine.2026.128731,Journal Article,"Respiratory Syncytial Virus Infections; Humans; Western Australia; Respiratory Syncytial Virus Vaccines; Female; Immunization Programs; Infant; Child, Preschool; Infant, Newborn; Hospitalization; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42319946,Adult active vaccination,Observational / real-world,2026,PubMed 42319946; auto-added,Respiratory syncytial viral load drives ciliated cell dedifferentiation and suppresses antiviral immunity.,Kevin Berg; Sibylle Haid; Ehsan Vafadarnejad; Arnaud Carpentier; Robert Geffers; Bettina Wiegmann,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) causes severe lower respiratory disease, yet how it reshapes airway epithelial cells and evades innate immunity remains incompletely understood. We infected adult primary human airway epithelial cultures with RSV and analyzed infected and bystander cells over time using single-cell RNA sequencing and imaging. RSV mainly infected ciliated cells, triggering a virus load-dependent shutdown of genes involved in ciliogenesis, antigen presentation, and innate sensing, including key interferon (IFN) and pattern recognition pathways. Only a subset of infected cells pr …",Automated PubMed inclusion; not manually verified.,"Rule-classified automated evidence signal. Inspect the source record before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42319946/,auto-added; PubMed; PMID 42319946; DOI 10.1126/sciadv.aed4499; QC 2026-06-qc1,2026-06-19,day,PubMed metadata; RSV-specific MeSH validated; study design derived from PublicationType,2026-06-24,Automated,42319946,10.1126/sciadv.aed4499,Journal Article,"Humans; Respiratory Syncytial Virus, Human; Respiratory Syncytial Virus Infections; Viral Load; Interferon Regulatory Factor-1; Immunity, Innate; Virus Replication; Interferons; Epithelial Cells; Cilia; Host-Pathogen Interactions",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
